Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_Date,Market_id
7303,7303,7303,7303,65.7,0.01,11,13.41,0.83,0.49,12/7/2012,7303
7304,7304,7304,7304,127.33,0.02,22,5.3,2.99,0.38,12/14/2012,7304
7305,7305,7305,7305,1863.02,0.03,41,360.63,8.99,0.58,12/21/2012,7305
7306,7306,7306,7306,276,0.08,44,98.53,5.82,0.37,12/28/2012,7306
7307,7307,7307,7307,157.4,0.07,25,84,6.74,0.37,1/4/2013,7307
7308,7308,7308,7308,132.01,0.04,28,93.12,5.15,0.59,1/11/2013,7308
7309,7309,7309,7309,453.99,0.05,14,14.61,8.99,0.58,1/18/2013,7309
7310,7310,7310,7310,1326.51,0.03,24,58.17,8.99,0.6,1/25/2013,7310
7311,7311,7311,7311,4906.85,0.09,32,1907.94,19.99,0.39,2/1/2013,7311
7312,7312,7312,7312,243.23,0.07,14,35.33,1.99,0.45,2/8/2013,7312
7313,7313,7313,7313,138.31,0.07,14,31.16,6.02,0.48,2/15/2013,7313
7314,7314,7314,7314,11103.75,0.1,32,522.59,99,0.65,2/22/2013,7314
7315,7315,7315,7315,199.16,0.1,5,64.87,1.99,0.44,3/1/2013,7315
7316,7316,7316,7316,12.8,0,4,2.21,0.7,0.56,3/8/2013,7316
7317,7317,7317,7317,563.08,0.1,32,112.97,5.23,0.37,3/15/2013,7317
7318,7318,7318,7318,398.76,0.07,34,0.82,6.97,0.35,3/22/2013,7318
7319,7319,7319,7319,27875.54,0,46,635.69,24.49,0.44,3/29/2013,7319
7320,7320,7320,7320,4601.02,0.09,46,129.53,35.84,0.62,4/5/2013,7320
7321,7321,7321,7321,57.5,0.02,2,83.18,1.99,0.4,4/12/2013,7321
7322,7322,7322,7322,89.89,0.1,15,72.28,7.96,0.36,4/19/2013,7322
7323,7323,7323,7323,160.27,0.06,46,183.36,5.47,0.37,4/26/2013,7323
7324,7324,7324,7324,2030.44,0.04,49,938.26,5.86,0.36,5/3/2013,7324
7325,7325,7325,7325,50.69,0.04,12,6.33,2,0.53,5/10/2013,7325
7326,7326,7326,7326,122.51,0.06,26,45.14,0.8,0.36,5/17/2013,7326
7327,7327,7327,7327,2846.361,0.08,27,453.65,7.69,0.59,5/24/2013,7327
7328,7328,7328,7328,48.84,0.01,2,21.2,9.03,0.37,5/31/2013,7328
7329,7329,7329,7329,695.99,0.09,47,157.44,8.78,0.57,6/7/2013,7329
7330,7330,7330,7330,115.78,0.07,32,167.42,6.83,0.38,6/14/2013,7330
7331,7331,7331,7331,141.59,0.05,2,91.09,3.5,0.59,6/21/2013,7331
7332,7332,7332,7332,8558.4715,0.06,50,2539.46,8.99,0.56,6/28/2013,7332
7333,7333,7333,7333,2465.5015,0.06,14,13.01,8.99,0.6,7/5/2013,7333
7334,7334,7334,7334,210.22,0,13,30.71,7.69,0.57,7/12/2013,7334
7335,7335,7335,7335,236.89,0,42,125.29,6.26,0.4,7/19/2013,7335
7336,7336,7336,7336,395.84,0,38,8.42,6.02,0.48,7/26/2013,7336
7337,7337,7337,7337,1461.1,0.01,43,674.46,1.99,0.42,11/2/2012,7337
7338,7338,7338,7338,181.13,0,47,11.39,2.5,0.39,11/9/2012,7338
7339,7339,7339,7339,647.78,0,6,144.87,35.84,0.62,11/16/2012,7339
7340,7340,7340,7340,109.37,0.1,10,21.66,4.5,0.59,11/23/2012,7340
7341,7341,7341,7341,9.75,0,1,6.72,4.72,0.36,11/30/2012,7341
7342,7342,7342,7342,242.63,0,19,36.11,6.27,0.57,12/7/2012,7342
7343,7343,7343,7343,1201.934,0.03,49,47.42,8.59,0.56,12/14/2012,7343
7344,7344,7344,7344,355.69,0.09,42,149.46,8.29,0.38,12/21/2012,7344
7345,7345,7345,7345,235.98,0.03,21,11.82,3.37,0.57,12/28/2012,7345
7346,7346,7346,7346,3416.38,0.01,32,1142.2,57.38,0.78,1/4/2013,7346
7347,7347,7347,7347,142.81,0.01,14,39.64,2.27,0.36,1/11/2013,7347
7348,7348,7348,7348,20.17,0.05,5,15.42,3.97,0.56,1/18/2013,7348
7349,7349,7349,7349,263.81,0.03,47,237.54,7.78,0.37,1/25/2013,7349
7350,7350,7350,7350,363.23,0.05,47,40.58,4,0.42,2/1/2013,7350
7351,7351,7351,7351,1193.62,0.08,13,304.47,42,0.66,2/8/2013,7351
7352,7352,7352,7352,697.5,0.02,28,169.89,6.3,0.38,2/15/2013,7352
7353,7353,7353,7353,2145.6975,0.08,14,176.79,4.2,0.6,2/22/2013,7353
7354,7354,7354,7354,1341.963,0,18,180.78,2.79,0.58,3/1/2013,7354
7355,7355,7355,7355,13244.04,0.05,39,275.93,84.84,0.66,3/8/2013,7355
7356,7356,7356,7356,1546.3965,0.07,28,226.72,5.26,0.59,3/15/2013,7356
7357,7357,7357,7357,118.38,0.04,16,42.46,6.05,0.39,3/22/2013,7357
7358,7358,7358,7358,441.43,0.06,3,154.45,24.49,0.57,3/29/2013,7358
7359,7359,7359,7359,263.8,0,7,165.33,5.02,0.55,4/5/2013,7359
7360,7360,7360,7360,43.97,0.04,22,9.05,1.49,0.37,4/12/2013,7360
7361,7361,7361,7361,339.49,0.08,30,74.21,5.81,0.6,4/19/2013,7361
7362,7362,7362,7362,65.61,0.08,9,39.74,3.52,0.68,4/26/2013,7362
7363,7363,7363,7363,1326.09,0,3,20.55,19.99,0.35,5/3/2013,7363
7364,7364,7364,7364,309.62,0,21,80.2,9.37,0.56,5/10/2013,7364
7365,7365,7365,7365,321.95,0.03,29,20.76,3.37,0.57,5/17/2013,7365
7366,7366,7366,7366,1809.0125,0.01,25,795.05,2.5,0.35,5/24/2013,7366
7367,7367,7367,7367,135.88,0.1,24,75.39,5.59,0.4,5/31/2013,7367
7368,7368,7368,7368,3231.564,0.03,43,1166.09,0.99,0.55,6/7/2013,7368
7369,7369,7369,7369,1323.31,0.05,38,146.64,14.72,0.4,6/14/2013,7369
7370,7370,7370,7370,180.39,0.04,15,8.11,6.97,0.35,6/21/2013,7370
7371,7371,7371,7371,6481.048,0.05,25,1760.11,29.2,0.66,6/28/2013,7371
7372,7372,7372,7372,388.71,0.01,25,36.43,7.27,0.38,7/5/2013,7372
7373,7373,7373,7373,86.1,0.06,31,32.7,0.5,0.36,7/12/2013,7373
7374,7374,7374,7374,210.94,0.08,32,94.59,6.81,0.36,7/19/2013,7374
7375,7375,7375,7375,298.11,0.08,25,60.79,6.27,0.57,7/26/2013,7375
7376,7376,7376,7376,19.2,0.1,9,6.84,1.12,0.58,11/2/2012,7376
7377,7377,7377,7377,704.77,0.01,8,298.9,55.81,0.6,11/9/2012,7377
7378,7378,7378,7378,192.02,0.09,7,293.74,53.03,0.78,11/16/2012,7378
7379,7379,7379,7379,243.37,0.01,41,106.42,5.59,0.4,11/23/2012,7379
7380,7380,7380,7380,3390.51,0.05,27,1169.71,19.99,0.37,11/30/2012,7380
7381,7381,7381,7381,733.36,0.02,7,270.48,19.99,0.52,12/7/2012,7381
7382,7382,7382,7382,447.42,0.05,44,41.3,4.78,0.4,12/14/2012,7382
7383,7383,7383,7383,75.27,0.06,13,1.84,2.99,0.37,12/21/2012,7383
7384,7384,7384,7384,1184.53,0.05,31,26.49,7.12,0.67,12/28/2012,7384
7385,7385,7385,7385,334.71,0.01,25,31.74,6.47,0.38,1/4/2013,7385
7386,7386,7386,7386,3683.73,0.09,35,708.76,8.99,0.59,1/11/2013,7386
7387,7387,7387,7387,118.98,0.05,8,12.77,7.27,0.38,1/18/2013,7387
7388,7388,7388,7388,4910.09,0.01,31,1669.38,5.5,0.49,1/25/2013,7388
7389,7389,7389,7389,1058.45,0.01,36,386.02,19.99,0.67,2/1/2013,7389
7390,7390,7390,7390,262.87,0.1,50,166.29,6.26,0.4,2/8/2013,7390
7391,7391,7391,7391,2531.0875,0.01,43,881.68,2.5,0.55,2/15/2013,7391
7392,7392,7392,7392,224.58,0.03,35,108.49,0.5,0.39,2/22/2013,7392
7393,7393,7393,7393,73.62,0.03,11,23.5,5.35,0.4,3/1/2013,7393
7394,7394,7394,7394,3080.07,0.1,32,1480.15,4.65,0.37,3/8/2013,7394
7395,7395,7395,7395,5459.32,0.03,18,1603.12,24.49,0.52,3/15/2013,7395
7396,7396,7396,7396,7663.74,0,50,375.33,39.25,0.75,3/22/2013,7396
7397,7397,7397,7397,138.59,0.01,36,62.73,0.5,0.38,3/29/2013,7397
7398,7398,7398,7398,97.06,0.05,19,7.36,2.99,0.38,4/5/2013,7398
7399,7399,7399,7399,63.52,0.1,14,8.66,0.71,0.52,4/12/2013,7399
7400,7400,7400,7400,1793.42,0.06,37,21.5,19.99,0.45,4/19/2013,7400
7401,7401,7401,7401,1512.25,0.05,44,195.48,8.99,0.56,4/26/2013,7401
7402,7402,7402,7402,186.89,0.02,35,153.2,7.54,0.38,5/3/2013,7402
7403,7403,7403,7403,377.37,0.04,25,151.4,1.97,0.39,5/10/2013,7403
7404,7404,7404,7404,11022.53,0.06,22,1869.86,16.63,0.59,5/17/2013,7404
7405,7405,7405,7405,1200.7,0.06,47,37.27,8.79,0.66,5/24/2013,7405
7406,7406,7406,7406,110,0.02,3,24.43,11.63,0.37,5/31/2013,7406
7407,7407,7407,7407,2693.514,0.02,49,662.05,3.99,0.59,6/7/2013,7407
7408,7408,7408,7408,2012.14,0.07,49,241.74,14.45,0.57,6/14/2013,7408
7409,7409,7409,7409,241.89,0.02,15,83.3,10.68,0.58,6/21/2013,7409
7410,7410,7410,7410,83.34,0.01,43,93.18,2.58,0.82,6/28/2013,7410
7411,7411,7411,7411,156.2,0.03,38,43,0.7,0.52,7/5/2013,7411
7412,7412,7412,7412,11.16,0.01,1,7.25,5.3,0.35,7/12/2013,7412
7413,7413,7413,7413,44.74,0.04,7,20.1,5.01,0.39,7/19/2013,7413
7414,7414,7414,7414,90.78,0.06,21,71.84,5.41,0.35,7/26/2013,7414
7415,7415,7415,7415,796.08,0.05,39,30.29,4,0.68,11/2/2012,7415
7416,7416,7416,7416,5606.91,0.06,47,300.85,51.94,0.63,11/9/2012,7416
7417,7417,7417,7417,181.8,0.05,40,144.74,5.83,0.36,11/16/2012,7417
7418,7418,7418,7418,141.9755,0.09,5,88.94,0.99,0.35,11/23/2012,7418
7419,7419,7419,7419,327.95,0,28,43.68,5.14,0.36,11/30/2012,7419
7420,7420,7420,7420,812.498,0,11,128.95,1.25,0.39,12/7/2012,7420
7421,7421,7421,7421,4657.6515,0.06,37,1242.85,3.9,0.55,12/14/2012,7421
7422,7422,7422,7422,2832.88,0.01,48,668.96,8.8,0.58,12/21/2012,7422
7423,7423,7423,7423,2288.642,0.05,32,519.59,2.79,0.58,12/28/2012,7423
7424,7424,7424,7424,173.47,0.05,39,4.96,1.93,0.52,1/4/2013,7424
7425,7425,7425,7425,2193.93,0.09,10,41.83,24.49,NA,1/11/2013,7425
7426,7426,7426,7426,5793.46,0.01,38,2477.77,13.99,0.38,1/18/2013,7426
7427,7427,7427,7427,4558.21,0.06,11,993.81,11.37,0.57,1/25/2013,7427
7428,7428,7428,7428,4361.6985,0.05,26,1069.79,4.2,0.56,2/1/2013,7428
7429,7429,7429,7429,153.98,0.02,32,71.6,0.5,0.36,2/8/2013,7429
7430,7430,7430,7430,2531.66,0.02,48,354.74,13.66,0.58,2/15/2013,7430
7431,7431,7431,7431,126.57,0.03,17,752.13,49,0.6,2/22/2013,7431
7432,7432,7432,7432,118.06,0.05,5,2.63,5.08,0.41,3/1/2013,7432
7433,7433,7433,7433,1444.96,0.09,50,6.34,4,0.78,3/8/2013,7433
7434,7434,7434,7434,266.27,0.02,9,5.7,1.99,0.5,3/15/2013,7434
7435,7435,7435,7435,60.68,0.09,29,115.71,4.77,0.4,3/22/2013,7435
7436,7436,7436,7436,141.96,0.05,19,38.43,1.71,0.4,3/29/2013,7436
7437,7437,7437,7437,1129.055,0.05,37,337.73,1.1,0.55,4/5/2013,7437
7438,7438,7438,7438,4091.152,0.05,42,1303.92,2.5,0.55,4/12/2013,7438
7439,7439,7439,7439,1131.15,0.03,35,433.87,5.76,0.4,4/19/2013,7439
7440,7440,7440,7440,5382.3105,0,29,1419.05,8.99,0.58,4/26/2013,7440
7441,7441,7441,7441,38.44,0.01,10,26.19,3.97,0.56,5/3/2013,7441
7442,7442,7442,7442,941.6215,0.01,10,186.67,8.99,0.57,5/10/2013,7442
7443,7443,7443,7443,1020.61,0.04,47,209.61,13.99,0.52,5/17/2013,7443
7444,7444,7444,7444,296.13,0.04,47,119.09,1.02,0.39,5/24/2013,7444
7445,7445,7445,7445,217,0.01,41,61.21,4.75,0.36,5/31/2013,7445
7446,7446,7446,7446,208.28,0.07,19,3.63,5.43,0.36,6/7/2013,7446
7447,7447,7447,7447,8295.29,0.08,48,2267.22,19.99,0.55,6/14/2013,7447
7448,7448,7448,7448,592.73,0.02,45,75.01,3.14,0.6,6/21/2013,7448
7449,7449,7449,7449,81.68,0.08,13,25.22,5.15,0.36,6/28/2013,7449
7450,7450,7450,7450,755.6,0.05,22,223.44,7.5,0.38,7/5/2013,7450
7451,7451,7451,7451,243.51,0.02,18,159.86,14.37,0.73,7/12/2013,7451
7452,7452,7452,7452,1050.16,0.04,26,265.09,13.26,0.36,7/19/2013,7452
7453,7453,7453,7453,951.31,0.08,31,1099.46,45.51,0.65,7/26/2013,7453
7454,7454,7454,7454,7666.04,0.02,50,1820.84,80.2,0.71,11/2/2012,7454
7455,7455,7455,7455,283.18,0.03,43,154.95,7.49,0.37,11/9/2012,7455
7456,7456,7456,7456,135.38,0.05,17,71.12,6.5,0.59,11/16/2012,7456
7457,7457,7457,7457,5403.75,0.08,16,103.83,58.92,0.64,11/23/2012,7457
7458,7458,7458,7458,3197.45,0.08,46,97.16,4,0.77,11/30/2012,7458
7459,7459,7459,7459,168.55,0.05,47,71.77,0.5,0.38,12/7/2012,7459
7460,7460,7460,7460,4538.66,0,40,506.86,8.64,0.78,12/14/2012,7460
7461,7461,7461,7461,170.42,0.1,36,98.31,4.97,0.38,12/21/2012,7461
7462,7462,7462,7462,2323.36,0.08,13,220.39,19.99,0.48,12/28/2012,7462
7463,7463,7463,7463,294.26,0,48,88.8,0.7,0.6,1/4/2013,7463
7464,7464,7464,7464,431.29,0.1,3,164.59,24.49,0.57,1/11/2013,7464
7465,7465,7465,7465,192.49,0.02,1,98.3,30,0.62,1/18/2013,7465
7466,7466,7466,7466,6408.3,0.1,24,539.54,35.67,0.66,1/25/2013,7466
7467,7467,7467,7467,13.3,0.09,2,7.86,0.49,0.38,2/1/2013,7467
7468,7468,7468,7468,3816.59,0.01,17,191.47,68.02,0.58,6/21/2013,7468
7469,7469,7469,7469,187.28,0.06,42,94.36,4.79,0.4,6/28/2013,7469
7470,7470,7470,7470,77.03,0.08,26,47.75,1.92,0.84,7/5/2013,7470
7471,7471,7471,7471,78.57,0.02,21,20.65,1.32,0.83,7/12/2013,7471
7472,7472,7472,7472,3379.01,0.06,27,801.09,54.74,0.69,7/19/2013,7472
7473,7473,7473,7473,687.52,0.08,15,223.76,5.81,0.38,7/26/2013,7473
7474,7474,7474,7474,671.03,0.07,47,67.86,6.46,0.38,11/2/2012,7474
7475,7475,7475,7475,67.58,0.09,25,16.8,0.8,0.39,11/9/2012,7475
7476,7476,7476,7476,5677.609,0.04,47,1680.79,4.2,0.59,11/16/2012,7476
7477,7477,7477,7477,627.64,0.05,5,151.46,30,0.64,11/23/2012,7477
7478,7478,7478,7478,761.23,0,20,107.93,14.72,0.4,11/30/2012,7478
7479,7479,7479,7479,549.92,0.09,3,210.97,26.2,0.59,12/7/2012,7479
7480,7480,7480,7480,3977.97,0.06,33,1733.47,9.07,0.35,12/14/2012,7480
7481,7481,7481,7481,365.93,0.05,5,243.02,14.52,0.65,12/21/2012,7481
7482,7482,7482,7482,182.09,0,26,28.15,5.19,0.37,12/28/2012,7482
7483,7483,7483,7483,45.57,0.09,16,2.81,0.7,0.56,1/4/2013,7483
7484,7484,7484,7484,351.12,0.09,12,202.63,3.92,0.44,1/11/2013,7484
7485,7485,7485,7485,5482.18,0.06,21,1167.38,24.49,NA,1/18/2013,7485
7486,7486,7486,7486,1610.76,0.1,38,8.67,16.36,0.55,1/25/2013,7486
7487,7487,7487,7487,177.22,0.06,30,68.96,1,0.38,2/1/2013,7487
7488,7488,7488,7488,301.57,0,8,77.31,19.19,0.58,2/8/2013,7488
7489,7489,7489,7489,246.63,0.08,20,31.54,4.86,0.38,2/15/2013,7489
7490,7490,7490,7490,4324.29,0.09,13,298.83,40.19,0.62,2/22/2013,7490
7491,7491,7491,7491,40.02,0.02,4,1.28,1.09,0.43,3/1/2013,7491
7492,7492,7492,7492,202.64,0.03,47,28.75,1.17,0.57,3/8/2013,7492
7493,7493,7493,7493,273.42,0,7,10.06,14.72,0.37,3/15/2013,7493
7494,7494,7494,7494,179.26,0.01,16,36.78,2.99,0.38,3/22/2013,7494
7495,7495,7495,7495,315.02,0.02,50,95.16,1.49,0.39,3/29/2013,7495
7496,7496,7496,7496,2560.9395,0.06,24,457.79,2.5,0.6,4/5/2013,7496
7497,7497,7497,7497,27.89,0.08,6,23.81,5.26,0.38,4/12/2013,7497
7498,7498,7498,7498,5158.09,0.01,10,969.05,28.14,0.38,4/19/2013,7498
7499,7499,7499,7499,3575.23,0.04,30,87.88,30,0.69,4/26/2013,7499
7500,7500,7500,7500,392.77,0.09,10,146.2,7.12,0.67,5/3/2013,7500
7501,7501,7501,7501,7332.088,0.06,24,53.79,85.63,0.74,5/10/2013,7501
7502,7502,7502,7502,726.22,0.01,41,52.47,8.99,0.47,5/17/2013,7502
7503,7503,7503,7503,4000.35,0.07,26,303.39,30,0.62,5/24/2013,7503
7504,7504,7504,7504,3356.92,0,26,1555.9,7.11,0.36,5/31/2013,7504
7505,7505,7505,7505,184.35,0.07,22,11.95,1.99,0.52,6/7/2013,7505
7506,7506,7506,7506,1270.73,0.08,19,425.72,30,0.73,6/14/2013,7506
7507,7507,7507,7507,475.72,0.02,22,10.4,10.49,0.49,6/21/2013,7507
7508,7508,7508,7508,189.04,0.03,30,66.28,1.34,0.36,6/28/2013,7508
7509,7509,7509,7509,194.174,0.03,11,20.91,0.99,0.57,7/5/2013,7509
7510,7510,7510,7510,657.94,0.09,49,7.35,7.17,0.38,7/12/2013,7510
7511,7511,7511,7511,3064.27,0.09,9,294.39,19.99,0.57,7/19/2013,7511
7512,7512,7512,7512,1272.35,0,12,297.57,7.18,0.4,7/26/2013,7512
7513,7513,7513,7513,123.91,0.09,15,39.04,0.96,0.43,11/2/2012,7513
7514,7514,7514,7514,10281.79,0.03,20,3272.9,24.49,0.36,11/9/2012,7514
7515,7515,7515,7515,14.75,0.07,2,11.42,7.01,0.37,11/16/2012,7515
7516,7516,7516,7516,100.6,0.03,46,11.55,1,0.38,11/23/2012,7516
7517,7517,7517,7517,1004.18,0.08,19,374.19,6.79,0.37,11/30/2012,7517
7518,7518,7518,7518,11262.04,0.06,31,1660.92,58.92,0.64,12/7/2012,7518
7519,7519,7519,7519,55.68,0.04,27,0.26,0.7,0.57,12/14/2012,7519
7520,7520,7520,7520,3333.1,0.1,50,85.03,4,0.79,12/21/2012,7520
7521,7521,7521,7521,958.06,0.09,6,77.09,19.99,0.59,12/28/2012,7521
7522,7522,7522,7522,174.58,0.08,26,57.17,4.42,0.58,1/4/2013,7522
7523,7523,7523,7523,8789.54,0.07,22,1025.19,110.2,0.67,1/11/2013,7523
7524,7524,7524,7524,172.42,0.09,25,71.6,6.05,0.39,1/18/2013,7524
7525,7525,7525,7525,2033.9225,0.02,19,251.2,2.5,0.6,1/25/2013,7525
7526,7526,7526,7526,191.67,0.03,17,6.02,3.37,0.57,2/1/2013,7526
7527,7527,7527,7527,80.33,0.09,48,12.95,0.83,0.57,2/8/2013,7527
7528,7528,7528,7528,112.36,0.08,33,159.74,6.27,0.4,2/15/2013,7528
7529,7529,7529,7529,481.049,0.09,16,46.51,1.1,0.55,2/22/2013,7529
7530,7530,7530,7530,5178.17,0.03,41,531.69,30,0.64,3/1/2013,7530
7531,7531,7531,7531,535.24,0.01,32,216.43,3.73,0.46,3/8/2013,7531
7532,7532,7532,7532,127.74,0.04,7,5.57,4,0.37,3/15/2013,7532
7533,7533,7533,7533,325.92,0.03,33,36.47,7.29,0.45,3/22/2013,7533
7534,7534,7534,7534,113.14,0.06,3,21.23,5.08,0.38,3/29/2013,7534
7535,7535,7535,7535,706.91,0.03,34,85.68,8.83,0.37,4/5/2013,7535
7536,7536,7536,7536,172.04,0.02,3,143.08,11.1,0.64,4/12/2013,7536
7537,7537,7537,7537,2337.03,0.1,50,37.19,19.99,0.45,4/19/2013,7537
7538,7538,7538,7538,1724.82,0.1,32,407.8,5.08,0.59,4/26/2013,7538
7539,7539,7539,7539,42.3,0.06,2,25.38,6.15,0.44,5/3/2013,7539
7540,7540,7540,7540,65.61,0.02,31,16.63,1.63,0.46,5/10/2013,7540
7541,7541,7541,7541,49.14,0.05,8,22.56,6.18,0.4,5/17/2013,7541
7542,7542,7542,7542,3355.1,0.07,48,1701.96,59.81,0.6,5/24/2013,7542
7543,7543,7543,7543,1503.49,0.03,21,408.73,3.5,0.59,5/31/2013,7543
7544,7544,7544,7544,2864.55,0.06,34,1021.07,5.5,0.44,6/7/2013,7544
7545,7545,7545,7545,190.06,0.06,31,61.9,5.35,0.4,6/14/2013,7545
7546,7546,7546,7546,10.62,0.02,1,31.2,2.38,0.74,6/21/2013,7546
7547,7547,7547,7547,180.79,0.05,8,20.09,5.47,0.39,6/28/2013,7547
7548,7548,7548,7548,29345.27,0.03,34,7497.55,44.55,0.62,7/5/2013,7548
7549,7549,7549,7549,212.12,0.02,38,93.78,5.66,0.4,7/12/2013,7549
7550,7550,7550,7550,134.88,0,24,122.21,8.16,0.4,7/19/2013,7550
7551,7551,7551,7551,90.5,0.03,28,24.71,0.99,0.37,7/26/2013,7551
7552,7552,7552,7552,682.77,0.05,49,165.2,1.99,0.49,11/2/2012,7552
7553,7553,7553,7553,2322.812,0.1,44,454.38,4.2,0.59,11/9/2012,7553
7554,7554,7554,7554,153.23,0.08,27,95.15,4.69,0.68,11/16/2012,7554
7555,7555,7555,7555,111.48,0.09,31,29.57,0.7,0.44,11/23/2012,7555
7556,7556,7556,7556,965.46,0.03,10,71.48,30,0.61,11/30/2012,7556
7557,7557,7557,7557,3931.17,0.1,42,1174.02,7.18,0.46,12/7/2012,7557
7558,7558,7558,7558,65.1,0.03,11,13.31,1.46,0.39,12/14/2012,7558
7559,7559,7559,7559,1187.01,0,8,203.27,32.18,0.78,12/21/2012,7559
7560,7560,7560,7560,163.75,0,19,23.61,4.95,0.41,12/28/2012,7560
7561,7561,7561,7561,85.87,0.01,47,3.13,0.7,0.56,1/4/2013,7561
7562,7562,7562,7562,8127.32,0.01,42,1141.07,19.99,0.71,1/11/2013,7562
7563,7563,7563,7563,28.82,0.08,14,8.36,1.49,0.38,1/18/2013,7563
7564,7564,7564,7564,323.11,0,14,41.52,8.83,0.37,1/25/2013,7564
7565,7565,7565,7565,1455.49,0.07,5,807.59,7.18,0.48,2/1/2013,7565
7566,7566,7566,7566,93.85,0.08,24,19.42,0.7,0.52,2/8/2013,7566
7567,7567,7567,7567,47.55,0,18,10.01,1,0.38,2/15/2013,7567
7568,7568,7568,7568,481.4,0.04,14,150.72,5.09,0.38,2/22/2013,7568
7569,7569,7569,7569,3191.24,0,38,1620.23,5.01,0.38,3/1/2013,7569
7570,7570,7570,7570,1160.55,0.05,43,179.17,14.36,0.6,3/8/2013,7570
7571,7571,7571,7571,74.17,0.01,43,13.4,1.29,0.42,3/15/2013,7571
7572,7572,7572,7572,292.808,0.05,43,129.69,5.03,0.6,3/22/2013,7572
7573,7573,7573,7573,1258.97,0.1,41,112.58,5.5,0.75,3/29/2013,7573
7574,7574,7574,7574,1035.2,0.08,4,668.06,28.06,0.56,4/5/2013,7574
7575,7575,7575,7575,1768.969,0,31,341.1,5.99,0.58,4/12/2013,7575
7576,7576,7576,7576,822.3495,0.1,8,360.31,8.8,0.59,4/19/2013,7576
7577,7577,7577,7577,281.17,0.01,38,78.37,6.05,0.39,4/26/2013,7577
7578,7578,7578,7578,194.65,0.05,10,3.78,9.03,0.37,5/3/2013,7578
7579,7579,7579,7579,497.52,0.03,39,92.46,5.09,0.38,5/10/2013,7579
7580,7580,7580,7580,4650.07,0.04,38,1143.15,60.19,0.71,5/17/2013,7580
7581,7581,7581,7581,163.36,0.04,24,65.54,6.6,0.37,5/24/2013,7581
7582,7582,7582,7582,1135.64,0.02,4,627.64,66.67,0.61,5/31/2013,7582
7583,7583,7583,7583,257.2,0.04,47,2172.14,49,0.6,6/7/2013,7583
7584,7584,7584,7584,6139.34,0.08,29,528.65,69.64,0.77,6/14/2013,7584
7585,7585,7585,7585,5154.009,0.03,33,1184.68,13.99,0.57,6/21/2013,7585
7586,7586,7586,7586,44.08,0.06,21,9.09,0.7,0.83,6/28/2013,7586
7587,7587,7587,7587,1419.83,0.07,46,385.8,8.74,0.4,7/5/2013,7587
7588,7588,7588,7588,1227.18,0,50,252.53,15.68,0.62,7/12/2013,7588
7589,7589,7589,7589,174.55,0.05,4,114.39,10.25,0.55,7/19/2013,7589
7590,7590,7590,7590,1163.75,0.05,18,222.17,19.99,0.36,7/26/2013,7590
7591,7591,7591,7591,7.15,0.03,1,2.55,2.03,0.51,11/2/2012,7591
7592,7592,7592,7592,76.6,0.01,16,48.51,5.41,0.35,11/9/2012,7592
7593,7593,7593,7593,16172.44,0.03,32,7176.12,28.14,0.38,11/16/2012,7593
7594,7594,7594,7594,195.49,0.05,34,33.8,1.2,0.55,11/23/2012,7594
7595,7595,7595,7595,939.39,0.07,20,122.77,19.99,0.57,11/30/2012,7595
7596,7596,7596,7596,172.15,0.02,41,86.78,0.5,0.38,12/7/2012,7596
7597,7597,7597,7597,652.33,0.09,6,227.51,30,0.69,12/14/2012,7597
7598,7598,7598,7598,13.29,0.08,2,10.33,5.41,0.35,12/21/2012,7598
7599,7599,7599,7599,31.7,0.05,2,44.39,1.99,0.49,12/28/2012,7599
7600,7600,7600,7600,1124.244,0.03,10,126.45,7.69,0.58,1/4/2013,7600
7601,7601,7601,7601,6147.24,0.05,40,632.98,30,0.62,1/11/2013,7601
7602,7602,7602,7602,143.9815,0.08,3,283.23,2.5,0.83,1/18/2013,7602
7603,7603,7603,7603,3568.45,0.09,18,1081.62,0.99,0.55,1/25/2013,7603
7604,7604,7604,7604,319.62,0.08,8,16.64,7.2,0.6,2/1/2013,7604
7605,7605,7605,7605,1156.6715,0.01,20,88.52,7.69,0.59,2/8/2013,7605
7606,7606,7606,7606,535.54,0.04,16,60.82,5.1,0.6,2/15/2013,7606
7607,7607,7607,7607,263.39,0.08,32,59.73,2.83,0.77,2/22/2013,7607
7608,7608,7608,7608,155.52,0.05,23,133.73,9.68,0.36,3/1/2013,7608
7609,7609,7609,7609,7208.8,0.02,26,633.44,62.74,0.75,3/8/2013,7609
7610,7610,7610,7610,197.15,0,27,23.34,5.2,0.37,3/15/2013,7610
7611,7611,7611,7611,5340.5,0.01,48,1215.28,13.99,0.69,3/22/2013,7611
7612,7612,7612,7612,192.92,0.09,37,74.58,0.95,0.36,3/29/2013,7612
7613,7613,7613,7613,342.4,0,26,14.06,6.96,0.5,4/5/2013,7613
7614,7614,7614,7614,1537.5,0.04,21,531.92,35,0.8,4/12/2013,7614
7615,7615,7615,7615,33.43,0.06,12,8.47,0.5,0.38,4/19/2013,7615
7616,7616,7616,7616,10532.94,0.06,37,406.37,35,0.8,4/26/2013,7616
7617,7617,7617,7617,1357.53,0.05,39,562.92,5.09,0.38,5/3/2013,7617
